|000611980_0_000018_1_[The Queen s Matrimonial Ladder     Twenty sixth edition  By the author of  The _1820.jpg| Animals
|001175244_02_000127_1_[A Classical Tour through Italy     Fourth edition      illustrated with a map o_1821.jpg| Diagrams
|000105615_0_000230_1_Umrisse einer Reise nach London  Amsterdam und Paris im Jahr 1817 von Archibald _1821.jpg| Architecture
|002081122_0_000218_1_The University and City of Oxford  displayed in a series of seventy two views  d_1821.jpg| Objects
|002013047_02_000443_1_A Voyage of Discovery  into the South Sea and Beering s Straits  for the purpose_1821.jpg| Diagrams
|002013047_03_000010_1_A Voyage of Discovery  into the South Sea and Beering s Straits  for the purpose_1821.jpg| People
|001859242_0_000136_1_The history of Thirsk      with biographical notices of eminent men  [Compiled b_1821.jpg| Objects
|002657622_0_000010_1_An historical account of Kenilworth Castle_1821.jpg| Maps
|002081122_0_000074_1_The University and City of Oxford  displayed in a series of seventy two views  d_1821.jpg| Objects
|001175244_02_000132_1_[A Classical Tour through Italy     Fourth edition      illustrated with a map o_1821.jpg| Diagrams
|002081122_0_000366_1_The University and City of Oxford  displayed in a series of seventy two views  d_1821.jpg| Architecture
|001254160_0_000005_1_The Scorpion Critic unmasked  or  animadversions on a pretended review [by J  G _1821.jpg| Text
|002081122_0_000324_1_The University and City of Oxford  displayed in a series of seventy two views  d_1821.jpg| Objects
|003316913_04_000535_1_[The Poetical Works of Walter Scott  Esq  [With the notes of the author ]]_1821.jpg| Landscape
|001242763_0_000104_1_A Journal of a Voyage of Discovery to the Arctic Regions in His Majesty s ships _1821.jpg| Animals
|001242763_0_000059_1_A Journal of a Voyage of Discovery to the Arctic Regions in His Majesty s ships _1821.jpg| Animals
|002081122_0_000358_1_The University and City of Oxford  displayed in a series of seventy two views  d_1821.jpg| Objects
|002081122_0_000130_1_The University and City of Oxford  displayed in a series of seventy two views  d_1821.jpg| Objects
|000929492_0_000007_1_[Life in London  or the Larks of Logic  Tom    Jerry  an extravaganza in three a_1822.jpg| Text
|003933756_0_000367_1_An historical and typographical description of the municipium of ancient Verulam_1822.jpg| Text
|002692037_01_000009_1_Chronicles of Eri  being the History of the Gaal Sciot Iber  or Irish people  tr_1822.jpg| Diagrams
|000557660_02_000012_1_The Works of Lord Byron  comprehending the suppressed poems  Embellished with a _1822.jpg| Text
|001866443_0_000009_1_[Lines written at Jerpoint Abbey  [By Samuel Carter Hall  With illustrations ]]_1822.jpg| Seals
|001255083_0_000166_1_Letters from America  containing observations on the climate and agriculture of _1822.jpg| Diagrams
|003147395_02_000067_1_[Rome in the Nineteenth Century  containing a complete account of the ruins of t_1822.jpg| Diagrams
|000516661_0_000468_1_[Travels in Palestine  through the countries of Bashan and Gilead  east of the R_1822.jpg| Maps
|001255083_0_000114_1_Letters from America  containing observations on the climate and agriculture of _1822.jpg| Diagrams
|003108304_0_000148_1_[The Tourist s Companion  being a description and history of Ripon  Studley Park_1822.jpg| Diagrams
|000984697_0_000080_1_[Pielgrzymka     do Ziemi S wie tey  Egiptu  niekto rych wschodnich  i po udniow_1822.jpg| Maps
|003121042_03_000002_1_[The Works of William Robertson     To which is prefixed  an account of his life_1822.jpg| Seals
|000984697_0_000133_1_[Pielgrzymka     do Ziemi S wie tey  Egiptu  niekto rych wschodnich  i po udniow_1822.jpg| Maps
|000533686_0_000331_1_[Travels in Nubia ]_1822.jpg| Text
|000533686_0_000225_1_[Travels in Nubia ]_1822.jpg| Text
|001255083_0_000165_1_Letters from America  containing observations on the climate and agriculture of _1822.jpg| Diagrams
|000060890_0_000021_1_A Descriptive and Historical View of Alnwick     and of Alnwick Castle     Secon_1822.jpg| Maps
|003147395_02_000112_1_[Rome in the Nineteenth Century  containing a complete account of the ruins of t_1822.jpg| Diagrams
|001255083_0_000031_1_Letters from America  containing observations on the climate and agriculture of _1822.jpg| Diagrams
|000643546_0_000170_1_Narrative of an Expedition from Tripoli in Barbary  to the Western Frontier of E_1822.jpg| Text
|000533686_0_000330_1_[Travels in Nubia ]_1822.jpg| Text
|000533686_0_000216_1_[Travels in Nubia ]_1822.jpg| Text
|003933756_0_000311_1_An historical and typographical description of the municipium of ancient Verulam_1822.jpg| Diagrams
|002619002_0_000130_1_The history and antiquities of the parish of Islington  in the county of Middles_1823.jpg| Architecture
|002432520_0_000261_2_[Travels in the interior of Brazil  particularly in the gold and diamond distric_1823.jpg| Nature
|000535335_0_000032_1_[The Birth and Triumph of Love  a poem ]_1823.jpg| People
|000557755_01_000194_1_[ uvres comple tes de Lord Byron  traduites de l anglais par MM  A  P  et E  D  _1823.jpg| People
|000255454_0_000127_1_The History of the Town of Belfast with     a statistical survey of the parish o_1823.jpg| Architecture
|000557755_02_000034_1_[ uvres comple tes de Lord Byron  traduites de l anglais par MM  A  P  et E  D  _1823.jpg| People
|000557755_02_000002_1_[ uvres comple tes de Lord Byron  traduites de l anglais par MM  A  P  et E  D  _1823.jpg| People
|000255454_0_000148_1_The History of the Town of Belfast with     a statistical survey of the parish o_1823.jpg| Architecture
|002806378_0_000012_1_Anecdotes of the Spanish and Portuguese Revolutions  With an introduction and no_1823.jpg| People
|000557755_01_000012_1_[ uvres comple tes de Lord Byron  traduites de l anglais par MM  A  P  et E  D  _1823.jpg| People
|000557755_01_000294_1_[ uvres comple tes de Lord Byron  traduites de l anglais par MM  A  P  et E  D  _1823.jpg| People
|002512068_0_000002_1_Julian  a tragedy in five acts [and in verse]_1823.jpg| Seals
|000557755_04_000144_1_[ uvres comple tes de Lord Byron  traduites de l anglais par MM  A  P  et E  D  _1823.jpg| People
|002655602_0_000407_1_Beitra ge zu einem Mu nsterischen Urkundenbuche aus vaterla ndischen Archiven ge_1823.jpg| Seals
|001036142_0_000185_1_Journal of a Horticultural Tour through some Parts of Flanders  Holland  and the_1823.jpg| Nature
|000910918_0_000006_1_Denmark delineated  or  sketches of the present state of that country  Illustrat_1823.jpg| People
|000255454_0_000138_1_The History of the Town of Belfast with     a statistical survey of the parish o_1823.jpg| Architecture
|000557755_01_000015_1_[ uvres comple tes de Lord Byron  traduites de l anglais par MM  A  P  et E  D  _1823.jpg| People
|003309887_0_000151_1_Journal of a Voyage to the Northern Whale fishery  including researches and disc_1823.jpg| Landscape
|001021259_01_000008_1_[Travels in New England  and New York  etc ]_1823.jpg| People
|002947204_0_000403_2_Letters literary and political Poland  comprising observations on Russia and oth_1823.jpg| Text
|003561435_0_000378_1_Local records  or historical register of remarkable events which have occurred e_1824.jpg| Objects
|002217650_06_000643_1_Minutes of the proceedings of the Court of Common Council  1823  1845 _1824.jpg| Seals
|001713262_0_000058_1_The History  antiquities  and description of the town and parish of Worksop  in _1826.jpg| Text
|003830067_0_000226_1_Yorkshire  An historical and topographical view of the Wapentake of Strafford and Tickhill  intended chiefly to illustrate its ancient state_1826.jpg| Seals
|003426552_01_000237_2_[The history of England  from the Revolution to the death of George the Second  Designed as a continuation of Mr  Hume s History     A new edition  with the author s last corrections and improvements ]_1827.jpg| Miniatures
|001760188_01_000401_1_[Travels in Sicily  Greece  and Albania ]_1830.jpg| Text
|002729757_0_000006_1_An Address to the Board of Aldermen      of Boston  on the organization of the City Government  January 3  1831_1831.jpg| Seals
|001760870_05_000641_2_France militaire  Histoire des arme es franc aises de terre et de mer de 1792 a _1833.jpg| Animals
|000112109_02_000331_1_                             Aristotelis Meteorologicorum libri IV      Denuo po_1834.jpg| Diagrams
|002305899_0_000417_1_Some Inquiries in the Province of Kemaon  relative to Geology  and other branche_1835.jpg| Diagrams
|000391239_02_000303_1_Reize naar de Oost  en Westkust van Zuid Amerika en van daar naar de Sandwichs  _1835.jpg| People
|001483608_0_000043_1_A Topographical Dictionary of Palestine     to illustrate the geography of the Holy Scriptures  etc_1836.jpg| Animals
|002293117_0_000140_1_Elements of Geology_1838.jpg| Diagrams
|003886801_0_000833_3_Travels in Arabia_1838.jpg| Text
|002604308_0_001140_1_Montrose and the Covenanters  their characters and conduct  Illustrated from private letters and other     documents hitherto unpublished_1838.jpg| Animals
|002453071_0_000213_1_A Book of the United States  exhibiting its geography  divisions  constitution  _1839.jpg| Animals
|000194796_0_000128_1_Historical Collections     relating to the history and antiquities of every town_1839.jpg| Landscape
|003514906_0_000427_1_The history and topography of the Isle of Axholme  being that part of Lincolnshi_1839.jpg| Architecture
|003947032_0_000457_1_A narrative of the Greek Mission  or Sixteen Years in Malta and Greece  includin_1839.jpg| Architecture
|002453071_0_000327_1_A Book of the United States  exhibiting its geography  divisions  constitution  _1839.jpg| Landscape
|000194796_0_000343_1_Historical Collections     relating to the history and antiquities of every town_1839.jpg| Landscape
|003430374_0_000655_2_The Rhine  legends  traditions  history  from Cologne to Mainz_1839.jpg| Architecture
|001697187_04_000557_1_Thom  Hobbes Malmesburiensis opera philosophica qu  Latine scripsit omnia in unu_1839.jpg| Diagrams
|001527792_0_000561_1_Aristocracy in America  from the Sketch book of a German Nobleman  [Translated f_1839.jpg| People
|002748204_02_000459_1_Hungary and Transylvania  with remarks on their condition  social  political and_1839.jpg| Architecture
|000001929_10_000887_1_De Aardbol  Magazijn van hedendaagsche land  en volkenkunde     Met platen en ka_1839.jpg| Landscape
|000194796_0_000398_1_Historical Collections     relating to the history and antiquities of every town_1839.jpg| Architecture
|002740326_0_000100_1_[The Oxford University and City Guide     New edition  with     additions ]_1839.jpg| Architecture
|002363611_0_000347_1_[The voiage and travaile of Sir J  Maundevile  which treateth of the way to Hier_1839.jpg| People
|002371339_02_000159_1_[The Wonders of Geology  or  a familiar exposition of geological phenomena  bein_1839.jpg| Objects
|002748204_01_000519_1_Hungary and Transylvania  with remarks on their condition  social  political and_1839.jpg| Landscape
|000001929_10_000447_1_De Aardbol  Magazijn van hedendaagsche land  en volkenkunde     Met platen en ka_1839.jpg| Architecture
|000001929_03_000058_2_De Aardbol  Magazijn van hedendaagsche land  en volkenkunde     Met platen en ka_1839.jpg| Seals
|000001929_07_000477_1_De Aardbol  Magazijn van hedendaagsche land  en volkenkunde     Met platen en ka_1839.jpg| People
|002748204_01_000407_1_Hungary and Transylvania  with remarks on their condition  social  political and_1839.jpg| People
|001018328_0_000147_1_Sketches of Hampshire  embracing the architectural antiquities  topography  etc _1839.jpg| Objects
|000194796_0_000108_1_Historical Collections     relating to the history and antiquities of every town_1839.jpg| Landscape
|002740326_0_000158_1_[The Oxford University and City Guide     New edition  with     additions ]_1839.jpg| Architecture
|000001929_04_000098_2_De Aardbol  Magazijn van hedendaagsche land  en volkenkunde     Met platen en ka_1839.jpg| Landscape
|002363611_0_000057_1_[The voiage and travaile of Sir J  Maundevile  which treateth of the way to Hier_1839.jpg| Objects
|000194796_0_000428_1_Historical Collections     relating to the history and antiquities of every town_1839.jpg| Landscape
|000001929_09_000035_1_De Aardbol  Magazijn van hedendaagsche land  en volkenkunde     Met platen en ka_1839.jpg| People
|000194796_0_000295_1_Historical Collections     relating to the history and antiquities of every town_1839.jpg| Landscape
|000001929_05_000626_1_De Aardbol  Magazijn van hedendaagsche land  en volkenkunde     Met platen en ka_1839.jpg| Architecture
|003991234_0_000064_1_The Stranger s guide to the Roman Antiquities of the City of Treves  From the Ge_1839.jpg| Architecture
|001793707_0_000247_1_The Wonders of The World in Nature and Art  Edited by H  Ince_1839.jpg| Animals
|000001929_09_000056_1_De Aardbol  Magazijn van hedendaagsche land  en volkenkunde     Met platen en ka_1839.jpg| Landscape
|000001929_10_000263_1_De Aardbol  Magazijn van hedendaagsche land  en volkenkunde     Met platen en ka_1839.jpg| People
|002500677_02_000203_1_A History and Survey of the Antiquities of Winchester     With a supplement  als_1839.jpg| Architecture
|001828386_0_000015_1_Mems of a Tour in Italy  from sketches by T  G  F[onnereau]  Esqre  inspired by _1840.jpg| Objects
|003044262_0_000190_1_Paris et ses environs  reproduits par le daguerre otype  sous la direction de M  C  Philipon  etc  [With descriptive letterpress by V  Ratier  A  Auvial  and others ]_1840.jpg| Text
|001061079_0_000141_1_The Tragedy of the Seas  or sorrow on the ocean  lake and river  from shipwreck _1841.jpg| Objects
|001428403_0_000060_1_Frammento inedito di uno Scrittore Napolitano del secolo XVI  [i e  F  G ] intor_1841.jpg| Text
|000550576_01_000549_2_The Pictorial History of France and of the French People     Enriched with     d_1843.jpg| Miniatures
|000550576_02_000016_1_The Pictorial History of France and of the French People     Enriched with     d_1843.jpg| People
|000884734_0_000229_1_Historical Collections of the State of Pennsylvania  containing a copious select_1843.jpg| Architecture
|001571495_0_000059_1_A Week at Killarney_1843.jpg| Architecture
|003996026_02_000211_1_The modern History and Condition of Egypt  its climate  diseases  and capabiliti_1843.jpg| Maps
|000550576_01_000352_1_The Pictorial History of France and of the French People     Enriched with     d_1843.jpg| People
|000550576_01_000569_1_The Pictorial History of France and of the French People     Enriched with     d_1843.jpg| People
|000884734_0_000435_1_Historical Collections of the State of Pennsylvania  containing a copious select_1843.jpg| Architecture
|000089113_0_000201_1_Forfarshire illustrated  being views of gentlemen s seats  antiquities  and scen_1843.jpg| Architecture
|000586465_0_000211_1_The Poetical Works of Thomas Campbell  Illustrated by twenty vignettes from desi_1843.jpg| Architecture
|000884734_0_000609_1_Historical Collections of the State of Pennsylvania  containing a copious select_1843.jpg| Architecture
|002963514_0_000128_1_Report on the Geology of the County of Londonderry  and of parts of Tyrone and F_1843.jpg| Nature
|001855204_0_000217_1_History of the Hawaiian or Sandwich Islands      from the earliest traditionary _1843.jpg| People
|000586465_0_000159_1_The Poetical Works of Thomas Campbell  Illustrated by twenty vignettes from desi_1843.jpg| People
|003495414_01_000444_1_Incidents of Travel in Yucatan  etc_1843.jpg| Architecture
|000550576_01_000319_1_The Pictorial History of France and of the French People     Enriched with     d_1843.jpg| People
|001992215_0_000064_1_Day Dreams     With twenty illustrations     by H  Warren_1843.jpg| People
|001850440_0_000270_1_L E te  a  Paris_1843.jpg| Architecture
|001335586_01_000188_1_The Pictorial History of the United States of America  from the discovery by the_1843.jpg| People
|003455071_01_000191_3_Espan a pintoresca  artistica  monumental  literaria y de costumbres_1843.jpg| Architecture
|000550576_01_000102_1_The Pictorial History of France and of the French People     Enriched with     d_1843.jpg| People
|000550576_02_000082_1_The Pictorial History of France and of the French People     Enriched with     d_1843.jpg| People
|000550576_02_000013_1_The Pictorial History of France and of the French People     Enriched with     d_1843.jpg| Seals
|001571495_0_000020_1_A Week at Killarney_1843.jpg| Architecture
|001335586_01_000414_1_The Pictorial History of the United States of America  from the discovery by the_1843.jpg| People
|001992215_0_000210_1_Day Dreams     With twenty illustrations     by H  Warren_1843.jpg| People
|003928037_0_000024_1_[A Paper Lantern for Puseyites  By Will o  the Wisp ]_1843.jpg| People
|000089113_0_000240_1_Forfarshire illustrated  being views of gentlemen s seats  antiquities  and scen_1843.jpg| Landscape
|001496442_0_000568_1_                                                _1843.jpg| Architecture
|000935790_0_000453_1_Travels in New Zealand  with contributions to the geography  geology  botany  an_1843.jpg| Animals
|000884734_0_000408_1_Historical Collections of the State of Pennsylvania  containing a copious select_1843.jpg| Landscape
|003495414_01_000333_1_Incidents of Travel in Yucatan  etc_1843.jpg| Architecture
|000586465_0_000024_1_The Poetical Works of Thomas Campbell  Illustrated by twenty vignettes from desi_1843.jpg| Nature
|000586465_0_000157_1_The Poetical Works of Thomas Campbell  Illustrated by twenty vignettes from desi_1843.jpg| People
|000550576_01_000635_1_The Pictorial History of France and of the French People     Enriched with     d_1843.jpg| People
|000935790_0_000007_1_Travels in New Zealand  with contributions to the geography  geology  botany  an_1843.jpg| Nature
|000477119_0_000244_1_Cursory Observations on the Churches of Bristol  By an occasional visitor [i e  _1843.jpg| Architecture
|001850440_0_000072_1_L E te  a  Paris_1843.jpg| Architecture
|000550576_01_000117_1_The Pictorial History of France and of the French People     Enriched with     d_1843.jpg| People
|001335586_01_000229_1_The Pictorial History of the United States of America  from the discovery by the_1843.jpg| People
|001571495_0_000127_1_A Week at Killarney_1843.jpg| Architecture
|002670230_0_000084_1_Rambles in Yucatan  or notes of travel through the Peninsula  including a visit _1843.jpg| Architecture
|000550576_02_000327_1_The Pictorial History of France and of the French People     Enriched with     d_1843.jpg| People
|002967330_0_000312_1_Personal Observations on Sindh  the manners and customs of its inhabitants  and _1843.jpg| People
|003120122_0_000200_1_The Environs of Reading_1843.jpg| Nature
|000884734_0_000597_1_Historical Collections of the State of Pennsylvania  containing a copious select_1843.jpg| Architecture
|001335586_02_000113_1_The Pictorial History of the United States of America  from the discovery by the_1843.jpg| Animals
|000550576_02_000248_1_The Pictorial History of France and of the French People     Enriched with     d_1843.jpg| People
|001941289_0_000391_2_The Land of Israel  according to the Covenant with Abraham  with Isaac  and with_1843.jpg| Nature
|003927275_01_000222_1_Modern Egypt and Thebes  being a description of Egypt  including the information_1843.jpg| Objects
|001335586_01_000335_1_The Pictorial History of the United States of America  from the discovery by the_1843.jpg| People
|000884734_0_000391_1_Historical Collections of the State of Pennsylvania  containing a copious select_1843.jpg| Landscape
|000550576_02_000553_1_The Pictorial History of France and of the French People     Enriched with     d_1843.jpg| People
|001992215_0_000077_1_Day Dreams     With twenty illustrations     by H  Warren_1843.jpg| Landscape
|000240048_0_000277_1_The Castles and Abbeys of England     Illustrated by     engravings_1843.jpg| Architecture
|001335586_02_000048_1_The Pictorial History of the United States of America  from the discovery by the_1843.jpg| People
|000379833_0_000127_1_Notices  historical and antiquarian  of the Castle and Priory at Castleacre  in _1843.jpg| Nature
|000884734_0_000545_1_Historical Collections of the State of Pennsylvania  containing a copious select_1843.jpg| Architecture
|000884734_0_000452_1_Historical Collections of the State of Pennsylvania  containing a copious select_1843.jpg| Landscape
|000240048_0_000209_1_The Castles and Abbeys of England     Illustrated by     engravings_1843.jpg| People
|000876091_0_000213_1_[The Stranger s Guide through Cheltenham  containing an account of its mineral w_1843.jpg| Architecture
|000550576_02_000171_1_The Pictorial History of France and of the French People     Enriched with     d_1843.jpg| People
|000884734_0_000234_1_Historical Collections of the State of Pennsylvania  containing a copious select_1843.jpg| Architecture
|002901670_0_000226_1_Jamaica  its past and present state_1843.jpg| Text
|000240048_0_000045_1_The Castles and Abbeys of England     Illustrated by     engravings_1843.jpg| Landscape
|000550576_01_000101_1_The Pictorial History of France and of the French People     Enriched with     d_1843.jpg| People
|000240048_0_000020_1_The Castles and Abbeys of England     Illustrated by     engravings_1843.jpg| Decorations
|003495414_01_000148_1_Incidents of Travel in Yucatan  etc_1843.jpg| Objects
|000240048_0_000316_1_The Castles and Abbeys of England     Illustrated by     engravings_1843.jpg| Architecture
|000586465_0_000124_1_The Poetical Works of Thomas Campbell  Illustrated by twenty vignettes from desi_1843.jpg| People
|001571495_0_000176_1_A Week at Killarney_1843.jpg| People
|000240048_0_000139_1_The Castles and Abbeys of England     Illustrated by     engravings_1843.jpg| Landscape
|000550576_02_000333_1_The Pictorial History of France and of the French People     Enriched with     d_1843.jpg| People
|000670015_0_000239_1_The Cape of Good Hope and the Eastern Province of Algoa Bay   c    c   with stat_1843.jpg| Animals
|000586465_0_000192_1_The Poetical Works of Thomas Campbell  Illustrated by twenty vignettes from desi_1843.jpg| People
|000550576_02_000418_1_The Pictorial History of France and of the French People     Enriched with     d_1843.jpg| People
|001346912_0_000108_1_The Gaberlunzie s Wallet  With numerous illustrations  etc  [By James Ballantino_1843.jpg| Text
|001335586_01_000046_1_The Pictorial History of the United States of America  from the discovery by the_1843.jpg| Objects
|000543179_0_000342_1_The Works of Robert Burns  with Dr  Currie s memoir of the poet  and an essay on_1843.jpg| Text
|001538411_01_000595_1_Histoire des Villes de France  avec une introduction ge ne rale pour chaque province par A  Guilbert et une Socie te  de Membres de l Institut  de savants  etc_1844.jpg| Text
|001642333_05_000538_2_Illustrirte Weltgeschichte  ein Buch fu r s Volk     Mit Tabellen und Karten_1844.jpg| Miniatures
|003429992_0_000022_1_Light in Darkness  or Sermons in Stones  Churchyard thoughts in verse  etc_1845.jpg| Objects
|000759560_0_000225_1_[Outlines of Geology     Together with an examination of the question  Whether the days of creation were indefinite periods  Designed for the use of schools and general readers ]_1845.jpg| Diagrams
|001705699_01_000551_3_Geschichte der Stadt Magdeburg_1845.jpg| Text
|002941632_0_000179_1_Poems and Pictures  a collection of ballads  songs  and other poems_1846.jpg| Text
|000615122_0_000144_1_La Dalmazia descritta  Con 48 tavole miniate rappresentanti i principali costumi_1846.jpg| Text
|001389512_03_000009_1_Descrizione di Genova e del Genovesato  [By L  Pareto  M  Spinola  C  Pallavicino and G  C  Gandolfi ]_1846.jpg| Seals
|001335563_0_000271_1_The Book of the Army  comprising a general military history of the United States from the period of the revolution to the present time  etc_1846.jpg| Objects
|002499208_0_000018_1_The Life of a Foxhound_1848.jpg| Animals
|000092976_0_000069_1_[The Ancient World  or  Picturesque Sketches of Creation ]_1848.jpg| Objects
|000149955_0_000159_2_Autun arche ologique  Par les secre taires de la Socie te  Eduenne_1848.jpg| Seals
|002591206_0_000166_1_A Picturesque Tour of the River Thames in its Western Course  including particul_1849.jpg| Architecture
|000065130_0_000493_1_Glorias de Sevilla en armas  letra  ciencias  artes  tradiciones  monumentos  edificios  etc  [With plates ]_1849.jpg| Landscape
|000028762_0_000519_2_Lake Superior  its physical character  vegetation  and animals  compared with those of other and similar regions     With a narrative of the tour by J  E  Cabot  etc_1850.jpg| Diagrams
|000071406_0_000317_1_Traite  e le mentaire de cosmographie     Deuxie me e dition_1851.jpg| Diagrams
|002401617_03_001049_1_The British Colonies  their history  extent  condition  and resources_1851.jpg| Text
|001629476_0_000010_1_The Adirondack  or  life in the woods_1851.jpg| Nature
|002168088_0_000545_1_Beskrifning o fver Grefskapet Dal_1851.jpg| Seals
|000896279_0_000656_1_[The Geological Observer ]_1851.jpg| Diagrams
|002319957_0_000208_1_[The Scenery and Poetry of the English Lakes  A summer ramble  With illustrations ]_1852.jpg| Nature
|001335576_0_000326_1_History of the State of California  from the period of her conquest by Spain to _1853.jpg| Animals
|001387082_0_000190_1_Sacred Gems  ancient and modern_1853.jpg| Text
|001571456_0_000074_1_The Book of British Ballads  Edited by S  C  Hall_1853.jpg| Text
|000432394_02_000237_2_Usi e costumi di Napoli e contorni descritti e dipinti  Opera diretta da F  de Bourcard_1853.jpg| Miniatures
|002532394_0_000154_1_Youth s Manual of Geography  combined with History and Astronomy  etc_1853.jpg| Animals
|003313283_02_000766_1_The Imperial Gazetteer of Scotland  or Dictionary of Scottish Topography     Edi_1854.jpg| Maps
|000669482_01_000795_1_Voyageurs anciens et modernes  ou Choix des relations de voyages     depuis le c_1854.jpg| Animals
|000490688_01_000010_1_Pre cis d histoire de France pendant les temps modernes  re dige  conforme ment au programme d admission de l E cole spe ciale impe riale militaire de Saint Cyr  Avec traces ge ographiques_1854.jpg| Text
|001631220_0_000272_2_[Some account of the Worshipful Company of Grocers  of the City of London  [With an Appendix ]]_1854.jpg| Seals
|002587231_0_000225_1_Siluria  The history of the oldest known rocks containing organic remains  with a brief sketch of the distribution of Gold over the Earth_1854.jpg| Animals
|003962978_0_000085_1_Feathered Favourites  Twelve coloured pictures of British birds  from drawings by Joseph Wolf  [With descriptions in verse by various authors ]_1854.jpg| Miniatures
|002138136_01_000591_1_Histoire de Chartres  [With plates ]_1854.jpg| Seals
|004117748_0_000776_1_A System of Mineralogy  comprising the most recent discoveries     Fourth edition  rewritten  rearranged  and enlarged_1854.jpg| Diagrams
|000429531_0_000249_1_Bataille de terre et de mer jusques et y compris la bataille de l Alma  etc_1855.jpg| People
|002509390_0_000454_1_The first and second annual reports of the Geological Survey of Missouri  by G  C  Swallow  [With plates including maps ]_1855.jpg| Diagrams
|000412221_0_000056_1_Funny Books for Boys and Girls  Struwelpeter  Good for nothing Boys and Girls  T_1856.jpg| Text
|001988658_07_000027_1_The Popular History of England_1856.jpg| Animals
|000357548_01_000247_1_Borough of Birmingham     Proceedings of the Council   9th November  1855 28th October  1859  _1856.jpg| Seals
|000895043_0_000077_1_New Tables to facilitate the Practice of Great Circle Sailing  together with an _1857.jpg| Diagrams
|003630718_0_000209_1_Flowers of Friendship  original and selected poems on the subject of Christian F_1857.jpg| Text
|003517757_0_000122_1_The Poetical Works of R  S_1857.jpg| Miniatures
|003021264_0_000162_1_[Paris historique et monumental depuis son origine jusqu en 1851     illustre  d un grand nombre de vignettes et de deux plans  Par B  R[enault ] ]_1857.jpg| Miniatures
